Date,Ref Price,CE Strike,CE Entry,CE SL Level,CE Exit,CE PnL,PE Strike,PE Entry,PE SL Level,PE Exit,PE PnL,Total PnL,CE Status,PE Status,CE pct,PE pct,CE pct.1,PE pct.1,net pnl,cum pnl,CE_Qty_BTC,PE_Qty_BTC,CE_Entry_Fee_pct,PE_Entry_Fee_pct,CE_Exit_Fee_pct,PE_Exit_Fee_pct,Total_Commissions_pct,True_Net_PnL_After_Fees
2025-04-11 00:00:00,79665.8,C-BTC-82400-110425,74,296,296,-222,P-BTC-76000-110425,87,348,1,86,-136,SL Hit,TP Hit,-3,0.988505747,-3,1,-2,86,0.014,0.011,0.0427868,0.0395241,0.131607902,0.0004543,0.214373102,-2.214373102
2025-04-12 00:00:00,83660.4,C-BTC-85200-120425,122.5,490,1,121.5,P-BTC-81000-120425,55,220,1,54,175.5,TP Hit,TP Hit,0.991836735,0.981818182,1,1,2,88,0.008,0.018,0.040474,0.040887,0.0003304,0.0007434,0.0824348,1.9175652
2025-04-13 00:00:00,85139.7,C-BTC-86800-130425,62,248,1,61,P-BTC-83800-130425,62,248,1,61,122,TP Hit,TP Hit,0.983870968,0.983870968,1,1,2,90,0.016,0.016,0.0409696,0.0409696,0.0006608,0.0006608,0.0832608,1.9167392
2025-04-14 00:00:00,84719.2,C-BTC-86400-140425,262,1048,1,261,P-BTC-80000-140425,52,208,1,51,312,TP Hit,TP Hit,0.996183206,0.980769231,1,1,2,92,0.004,0.019,0.039987462,0.0408044,0.0001652,0.0007847,0.081741762,1.918258238
2025-04-15 00:00:00,85017.4,C-BTC-88400-150425,45,180,1,44,P-BTC-81200-150425,42,168,1,41,85,TP Hit,TP Hit,0.977777778,0.976190476,1,1,2,94,0.022,0.024,0.040887,0.0416304,0.0009086,0.0009912,0.0844172,1.9155828
2025-04-16 00:00:00,84166,C-BTC-86000-160425,75,300,1,74,P-BTC-82000-160425,60,240,1,59,133,TP Hit,TP Hit,0.986666667,0.983333333,1,1,2,96,0.013,0.017,0.0402675,0.042126,0.0005369,0.0007021,0.0836325,1.9163675
2025-04-17 00:00:00,84112.6,C-BTC-86600-170425,38,152,1,37,P-BTC-82400-170425,105,420,1,104,141,TP Hit,TP Hit,0.973684211,0.99047619,1,1,2,98,0.026,0.01,0.0408044,0.043365,0.0010738,0.000413,0.0856562,1.9143438
2025-04-18 00:00:00,85024.3,C-BTC-87000-180425,40,160,1,39,P-BTC-83600-180425,84,336,1,83,122,TP Hit,TP Hit,0.975,0.988095238,1,1,2,100,0.025,0.012,0.0413,0.0416304,0.0010325,0.0004956,0.0844585,1.9155415
2025-04-19 00:00:00,84603.3,C-BTC-85200-190425,75,300,300,-225,P-BTC-84000-190425,59,236,1,58,-167,SL Hit,TP Hit,-3,0.983050847,-3,1,-2,98,0.013,0.017,0.0402675,0.0414239,0.129781462,0.0007021,0.212174962,-2.212174962
2025-04-20 00:00:00,85132.6,C-BTC-86200-200425,54,216,1,53,P-BTC-84000-200425,31,124,1,30,83,TP Hit,TP Hit,0.981481481,0.967741935,1,1,2,100,0.019,0.032,0.0423738,0.0409696,0.0007847,0.0013216,0.0854497,1.9145503
2025-04-21 00:00:00,84580.7,C-BTC-86400-210425,48,192,192,-144,P-BTC-82800-210425,48,192,1,47,-97,SL Hit,TP Hit,-3,0.979166667,-3,1,-2,98,0.021,0.021,0.0416304,0.0416304,0.1665216,0.0008673,0.2506497,-2.2506497
2025-04-22 00:00:00,86732.4,C-BTC-89400-220425,37,148,148,-111,P-BTC-85200-220425,102,408,1,101,-10,SL Hit,TP Hit,-3,0.990196078,-3,1,-2,96,0.027,0.01,0.0412587,0.042126,0.1650348,0.000413,0.2488325,-2.2488325
2025-04-23 00:00:00,91507.8,C-BTC-93200-230425,153,612,612,-459,P-BTC-88000-230425,46,184,1,45,-414,SL Hit,TP Hit,-3,0.97826087,-3,1,-2,94,0.007,0.022,0.0442323,0.0417956,0.075585443,0.0009086,0.162521943,-2.162521943
2025-04-24 00:00:00,93591.6,C-BTC-96400-240425,63,252,1,62,P-BTC-90200-240425,31,124,1,30,92,TP Hit,TP Hit,0.984126984,0.967741935,1,1,2,96,0.016,0.032,0.0416304,0.0409696,0.0006608,0.0013216,0.0845824,1.9154176
2025-04-25 00:00:00,93442.3,C-BTC-94200-250425,223,892,79.63603448,143.3639655,P-BTC-91000-250425,57,228,1,56,199.3639655,Expired,TP Hit,0.642887738,0.98245614,0.642887738,1,1.642887738,97.64288774,0.004,0.018,0.0368396,0.0423738,0.013155873,0.0007434,0.093112673,1.549775065
2025-04-26 00:00:00,95046.4,C-BTC-96800-260425,55,220,1,54,P-BTC-93000-260425,50,200,1,49,103,TP Hit,TP Hit,0.981818182,0.98,1,1,2,99.64288774,0.018,0.02,0.040887,0.0413,0.0007434,0.000826,0.0837564,1.9162436
2025-04-27 00:00:00,94160.7,C-BTC-96000-270425,33,132,132,-99,P-BTC-93000-270425,38,152,1,37,-62,SL Hit,TP Hit,-3,0.973684211,-3,1,-2,97.64288774,0.03,0.026,0.040887,0.0408044,0.163548,0.0010738,0.2463132,-2.2463132
2025-04-28 00:00:00,94298.5,C-BTC-97200-280425,65,260,1,64,P-BTC-91600-280425,58,232,1,57,121,TP Hit,TP Hit,0.984615385,0.982758621,1,1,2,99.64288774,0.015,0.017,0.0402675,0.0407218,0.0006195,0.0007021,0.0823109,1.9176891
2025-04-29 00:00:00,94157.7,C-BTC-97000-290425,30,120,1,29,P-BTC-92000-290425,31,124,1,30,59,TP Hit,TP Hit,0.966666667,0.967741935,1,1,2,101.6428877,0.033,0.032,0.040887,0.0409696,0.0013629,0.0013216,0.0845411,1.9154589
2025-04-30 00:00:00,95391.1,C-BTC-97200-300425,80,320,1,79,P-BTC-94000-300425,64.5,258,258,-193.5,-114.5,TP Hit,SL Hit,0.9875,-3,1,-3,-2,99.64288774,0.012,0.016,0.039648,0.0426216,0.0004956,0.1704864,0.2532516,-2.2532516
2025-05-01 00:00:00,94127.1,C-BTC-96800-010525,34,136,1,33,P-BTC-92800-010525,105.5,422,1,104.5,137.5,TP Hit,TP Hit,0.970588235,0.990521327,1,1,2,101.6428877,0.029,0.009,0.0407218,0.03921435,0.0011977,0.0003717,0.08150555,1.91849445
2025-05-02 00:00:00,96811.8,C-BTC-98800-020525,53.5,214,1,52.5,P-BTC-95800-020525,150.5,602,1,149.5,202,TP Hit,TP Hit,0.981308411,0.993355482,1,1,2,103.6428877,0.019,0.007,0.04198145,0.04350955,0.0007847,0.0002891,0.0865648,1.9134352
2025-05-03 00:00:00,97131.9,C-BTC-98800-030525,37,148,1,36,P-BTC-95800-030525,41,164,1,40,76,TP Hit,TP Hit,0.972972973,0.975609756,1,1,2,105.6428877,0.027,0.024,0.0412587,0.0406392,0.0011151,0.0009912,0.0840042,1.9159958
2025-05-04 00:00:00,96147,C-BTC-97200-040525,51,204,1,50,P-BTC-94800-040525,32.5,130,1,31.5,81.5,TP Hit,TP Hit,0.980392157,0.969230769,1,1,2,107.6428877,0.02,0.031,0.042126,0.04160975,0.000826,0.0012803,0.08584205,1.91415795
2025-05-05 00:00:00,95364.3,C-BTC-96400-050525,153.5,614,1,152.5,P-BTC-94800-050525,234,936,936,-702,-549.5,TP Hit,SL Hit,0.993485342,-3,1,-3,-2,105.6428877,0.007,0.004,0.04437685,0.0386568,0.0002891,0.04501195,0.1283347,-2.1283347
2025-05-06 00:00:00,94712.2,C-BTC-96000-060525,66.5,266,1,65.5,P-BTC-93800-060525,122,488,1,121,186.5,TP Hit,TP Hit,0.984962406,0.991803279,1,1,2,107.6428877,0.015,0.008,0.04119675,0.0403088,0.0006195,0.0003304,0.08245545,1.91754455
2025-05-07 00:00:00,95081.1,C-BTC-96000-070525,93.5,374,374,-280.5,P-BTC-93200-070525,33.5,134,1,32.5,-248,SL Hit,TP Hit,-3,0.970149254,-3,1,-2,105.6428877,0.011,0.03,0.04247705,0.0415065,0.123415268,0.001239,0.208637818,-2.208637818
2025-05-08 00:00:00,96512.1,C-BTC-100000-080525,30.5,122,122,-91.5,P-BTC-94600-080525,72.5,290,1,71.5,-20,SL Hit,TP Hit,-3,0.986206897,-3,1,-2,103.6428877,0.033,0.014,0.04156845,0.0419195,0.1662738,0.0005782,0.25033995,-2.25033995
2025-05-09 00:00:00,101299.8,C-BTC-105000-090525,35,140,140,-105,P-BTC-99000-090525,73.5,294,1,72.5,-32.5,SL Hit,TP Hit,-3,0.986394558,-3,1,-2,101.6428877,0.029,0.014,0.0419195,0.0424977,0.167678,0.0005782,0.2526734,-2.2526734
2025-05-10 00:00:00,103188.3,C-BTC-106000-100525,35.5,142,1,34.5,P-BTC-101200-100525,36.5,146,1,35.5,70,TP Hit,TP Hit,0.971830986,0.97260274,1,1,2,103.6428877,0.028,0.027,0.0410522,0.04070115,0.0011564,0.0011151,0.08402485,1.91597515
2025-05-11 00:00:00,103251.1,C-BTC-105000-110525,62,248,248,-186,P-BTC-102200-110525,80,320,1,79,-107,SL Hit,TP Hit,-3,0.9875,-3,1,-2,101.6428877,0.016,0.012,0.0409696,0.039648,0.1638784,0.0004956,0.2449916,-2.2449916
2025-05-12 00:00:00,104522.3,C-BTC-106200-120525,220,880,1,219,P-BTC-100000-120525,30,120,1,29,248,TP Hit,TP Hit,0.995454545,0.966666667,1,1,2,103.6428877,0.005,0.033,0.04543,0.040887,0.0002065,0.0013629,0.0878864,1.9121136
2025-05-13 00:00:00,101652.3,C-BTC-104600-130525,73,292,1,72,P-BTC-99200-130525,81,324,1,80,152,TP Hit,TP Hit,0.98630137,0.987654321,1,1,2,105.6428877,0.014,0.012,0.0422086,0.0401436,0.0005782,0.0004956,0.083426,1.916574
2025-05-14 00:00:00,104289.2,C-BTC-106800-140525,61,244,1,60,P-BTC-102000-140525,38.5,154,1,37.5,97.5,TP Hit,TP Hit,0.983606557,0.974025974,1,1,2,107.6428877,0.016,0.026,0.0403088,0.0413413,0.0006608,0.0010738,0.0833847,1.9166153
2025-05-15 00:00:00,103487.9,C-BTC-105000-150525,111,444,1,110,P-BTC-102800-150525,155.5,622,622,-466.5,-356.5,TP Hit,SL Hit,0.990990991,-3,1,-3,-2,105.6428877,0.009,0.006,0.0412587,0.0385329,0.0003717,0.073269433,0.153432733,-2.153432733
2025-05-16 00:00:00,102749.1,C-BTC-105000-160525,73.5,294,1,72.5,P-BTC-100000-160525,88,352,1,87,159.5,TP Hit,TP Hit,0.986394558,0.988636364,1,1,2,107.6428877,0.014,0.011,0.0424977,0.0399784,0.0005782,0.0004543,0.0835086,1.9164914
2025-05-17 00:00:00,103699.7,C-BTC-105000-170525,50,200,1,49,P-BTC-102600-170525,36.5,146,146,-109.5,-60.5,TP Hit,SL Hit,0.98,-3,1,-3,-2,105.6428877,0.02,0.027,0.0413,0.04070115,0.000826,0.1628046,0.24563175,-2.24563175
2025-05-18 00:00:00,102962.2,C-BTC-103600-180525,80,320,320,-240,P-BTC-101400-180525,30,120,1,29,-211,SL Hit,TP Hit,-3,0.966666667,-3,1,-2,103.6428877,0.012,0.033,0.039648,0.040887,0.145794475,0.0013629,0.227692375,-2.227692375
2025-05-19 00:00:00,104477.2,C-BTC-106800-190525,125.5,502,502,-376.5,P-BTC-100800-190525,31,124,124,-93,-469.5,SL Hit,SL Hit,-3,-3,-3,-3,-6,97.64288774,0.008,0.032,0.0414652,0.0409696,0.098626477,0.1638784,0.344939677,-6.344939677
2025-05-20 00:00:00,104842.4,C-BTC-106200-200525,185.5,742,742,-556.5,P-BTC-100800-200525,33,132,1,32,-524.5,SL Hit,TP Hit,-3,0.96969697,-3,1,-2,95.64288774,0.005,0.03,0.03830575,0.040887,0.061857016,0.001239,0.142288766,-2.142288766
2025-05-21 00:00:00,105286.1,C-BTC-107600-210525,70,280,280,-210,P-BTC-102000-210525,33,132,1,32,-178,SL Hit,TP Hit,-3,0.96969697,-3,1,-2,93.64288774,0.014,0.03,0.040474,0.040887,0.161896,0.001239,0.244496,-2.244496
2025-05-22 00:00:00,106991.1,C-BTC-112000-220525,35,140,140,-105,P-BTC-102400-220525,48.8,195.2,1,47.8,-57.2,SL Hit,TP Hit,-3,0.979508197,-3,1,-2,91.64288774,0.029,0.02,0.0419195,0.0403088,0.167678,0.000826,0.2507323,-2.2507323
2025-05-23 00:00:00,111752.2,C-BTC-114800-230525,124.5,498,1,123.5,P-BTC-109000-230525,142.5,570,1,141.5,265,TP Hit,TP Hit,0.991967871,0.992982456,1,1,2,93.64288774,0.008,0.007,0.0411348,0.04119675,0.0003304,0.0002891,0.08295105,1.91704895
2025-05-24 00:00:00,108763.2,C-BTC-112200-240525,40.5,162,1,39.5,P-BTC-107000-240525,100,400,400,-300,-260.5,TP Hit,SL Hit,0.975308642,-3,1,-3,-2,91.64288774,0.025,0.01,0.04181625,0.0413,0.0010325,0.128340576,0.212489326,-2.212489326
2025-05-25 00:00:00,108861.1,C-BTC-110600-250525,66,264,1,65,P-BTC-106400-250525,31.5,126,126,-94.5,-29.5,TP Hit,SL Hit,0.984848485,-3,1,-3,-2,89.64288774,0.015,0.032,0.040887,0.0416304,0.0006195,0.1665216,0.2496585,-2.2496585
2025-05-26 00:00:00,107415.9,C-BTC-111000-260525,53,212,1,52,P-BTC-103600-260525,55,220,1,54,106,TP Hit,TP Hit,0.981132075,0.981818182,1,1,2,91.64288774,0.019,0.018,0.0415891,0.040887,0.0007847,0.0007434,0.0840042,1.9159958
2025-05-27 00:00:00,108960.4,C-BTC-112000-270525,60.5,242,1,59.5,P-BTC-106000-270525,41,164,164,-123,-63.5,TP Hit,SL Hit,0.983471074,-3,1,-3,-2,89.64288774,0.017,0.024,0.04247705,0.0406392,0.0007021,0.1625568,0.24637515,-2.24637515
2025-05-28 00:00:00,109818.8,C-BTC-114000-280525,30,120,1,29,P-BTC-109600-280525,602,2408,784.1275862,-182.1275862,-153.1275862,TP Hit,Expired,0.966666667,-0.302537519,1,-0.302537519,0.697462481,90.34035022,0.033,0.002,0.040887,0.025917237,0.0013629,0.025917237,0.094084374,0.603378108
2025-05-29 00:00:00,107506.6,C-BTC-109600-290525,82.5,330,1,81.5,P-BTC-107400-290525,550,2200,1,549,630.5,TP Hit,TP Hit,0.987878788,0.998181818,1,1,2,92.34035022,0.012,0.002,0.040887,0.025371558,0.0004956,0.0000826,0.066836758,1.933163242
2025-05-30 00:00:00,105909.9,C-BTC-107800-300525,72,288,1,71,P-BTC-102000-300525,31,124,1,30,101,TP Hit,TP Hit,0.986111111,0.967741935,1,1,2,94.34035022,0.014,0.032,0.0416304,0.0409696,0.0005782,0.0013216,0.0844998,1.9155002
2025-05-31 00:00:00,104901.3,C-BTC-106600-310525,70,280,1,69,P-BTC-102400-310525,32,128,128,-96,-27,TP Hit,SL Hit,0.985714286,-3,1,-3,-2,92.34035022,0.014,0.031,0.040474,0.0409696,0.0005782,0.1638784,0.2459002,-2.2459002
2025-06-01 00:00:00,104557.3,C-BTC-106000-010625,51,204,1,50,P-BTC-102600-010625,37,148,1,36,86,TP Hit,TP Hit,0.980392157,0.972972973,1,1,2,94.34035022,0.02,0.027,0.042126,0.0412587,0.000826,0.0011151,0.0853258,1.9146742
2025-06-02 00:00:00,104868.5,C-BTC-107600-020625,47.5,190,1,46.5,P-BTC-101200-020625,40,160,1,39,85.5,TP Hit,TP Hit,0.978947368,0.975,1,1,2,96.34035022,0.021,0.025,0.04119675,0.0413,0.0008673,0.0010325,0.08439655,1.91560345
2025-06-03 00:00:00,104357.4,C-BTC-106400-030625,50.3,201.2,201.2,-150.9,P-BTC-103200-030625,145,580,1,144,-6.9,SL Hit,TP Hit,-3,0.993103448,-3,1,-2,94.34035022,0.02,0.007,0.0415478,0.0419195,0.1661912,0.0002891,0.2499476,-2.2499476
2025-06-04 00:00:00,106074.3,C-BTC-108400-040625,46.5,186,1,45.5,P-BTC-103800-040625,37,148,1,36,81.5,TP Hit,TP Hit,0.978494624,0.972972973,1,1,2,96.34035022,0.022,0.027,0.0422499,0.0412587,0.0009086,0.0011151,0.0855323,1.9144677
2025-06-05 00:00:00,104988.9,C-BTC-106000-050625,146,584,1,145,P-BTC-103200-050625,48.5,194,1,47.5,192.5,TP Hit,TP Hit,0.993150685,0.979381443,1,1,2,98.34035022,0.007,0.021,0.0422086,0.04206405,0.0002891,0.0008673,0.08542905,1.91457095
2025-06-06 00:00:00,103005.8,C-BTC-105000-060625,80,320,1,79,P-BTC-100000-060625,34,136,136,-102,-23,TP Hit,SL Hit,0.9875,-3,1,-3,-2,96.34035022,0.012,0.029,0.039648,0.0407218,0.0004956,0.1628872,0.2437526,-2.2437526
2025-06-07 00:00:00,104539.6,C-BTC-105600-070625,91.5,366,1,90.5,P-BTC-102000-070625,34,136,1,33,123.5,TP Hit,TP Hit,0.989071038,0.970588235,1,1,2,98.34035022,0.011,0.029,0.04156845,0.0407218,0.0004543,0.0011977,0.08394225,1.91605775
2025-06-08 00:00:00,105645.1,C-BTC-107200-080625,36,144,1,35,P-BTC-104000-080625,39.5,158,1,38.5,73.5,TP Hit,TP Hit,0.972222222,0.974683544,1,1,2,100.3403502,0.028,0.025,0.0416304,0.04078375,0.0011564,0.0010325,0.08460305,1.91539695
2025-06-09 00:00:00,106317.7,C-BTC-107600-090625,153.5,614,1,152.5,P-BTC-103000-090625,39,156,1,38,190.5,TP Hit,TP Hit,0.993485342,0.974358974,1,1,2,102.3403502,0.007,0.026,0.04437685,0.0418782,0.0002891,0.0010738,0.08761795,1.91238205
2025-06-10 00:00:00,108441.9,C-BTC-110000-100625,84,336,336,-252,P-BTC-106000-100625,50.5,202,1,49.5,-202.5,SL Hit,TP Hit,-3,0.98019802,-3,1,-2,100.3403502,0.012,0.02,0.0416304,0.041713,0.15355373,0.000826,0.23772313,-2.23772313
2025-06-11 00:00:00,109356.1,C-BTC-113200-110625,31,124,1,30,P-BTC-107400-110625,87.5,350,1,86.5,116.5,TP Hit,TP Hit,0.967741935,0.988571429,1,1,2,102.3403502,0.032,0.011,0.0409696,0.03975125,0.0013216,0.0004543,0.08249675,1.91750325
2025-06-12 00:00:00,108769.8,C-BTC-111600-120625,35,140,1,34,P-BTC-106800-120625,70.5,282,1,69.5,103.5,TP Hit,TP Hit,0.971428571,0.985815603,1,1,2,104.3403502,0.029,0.014,0.0419195,0.0407631,0.0011977,0.0005782,0.0844585,1.9155415
2025-06-13 00:00:00,107537.3,C-BTC-108800-130625,107.5,430,1,106.5,P-BTC-105000-130625,53.5,214,214,-160.5,-54,TP Hit,SL Hit,0.990697674,-3,1,-3,-2,102.3403502,0.009,0.019,0.03995775,0.04198145,0.0003717,0.1679258,0.2502367,-2.2502367
2025-06-14 00:00:00,105142,C-BTC-106400-140625,132.5,530,1,131.5,P-BTC-101600-140625,41.5,166,1,40.5,172,TP Hit,TP Hit,0.99245283,0.975903614,1,1,2,104.3403502,0.008,0.024,0.043778,0.0411348,0.0003304,0.0009912,0.0862344,1.9137656
2025-06-15 00:00:00,104918,C-BTC-106000-150625,49.5,198,198,-148.5,P-BTC-103000-150625,45,180,1,44,-104.5,SL Hit,TP Hit,-3,0.977777778,-3,1,-2,102.3403502,0.02,0.022,0.040887,0.040887,0.163548,0.0009086,0.2462306,-2.2462306
2025-06-16 00:00:00,105467.6,C-BTC-106000-160625,350,1400,869.5413793,-519.5413793,P-BTC-104200-160625,256,1024,1,255,-264.5413793,Expired,TP Hit,-1.484403941,0.99609375,-1.484403941,1,-0.484403941,101.8559463,0.003,0.004,0.03733553,0.0422912,0.03733553,0.0001652,0.117127461,-0.601531402
2025-06-17 00:00:00,108272.5,C-BTC-109600-170625,77,308,1,76,P-BTC-106000-170625,40,160,160,-120,-44,TP Hit,SL Hit,0.987012987,-3,1,-3,-2,99.85594628,0.013,0.025,0.0413413,0.0413,0.0005369,0.1652,0.2483782,-2.2483782
2025-06-18 00:00:00,104459.5,C-BTC-107200-180625,47,188,1,46,P-BTC-102000-180625,112,448,1,111,157,TP Hit,TP Hit,0.978723404,0.991071429,1,1,2,101.8559463,0.021,0.009,0.0407631,0.0416304,0.0008673,0.0003717,0.0836325,1.9163675
2025-06-19 00:00:00,103628,C-BTC-106400-190625,58,232,1,57,P-BTC-100400-190625,59,236,1,58,115,TP Hit,TP Hit,0.982758621,0.983050847,1,1,2,103.8559463,0.017,0.017,0.0407218,0.0414239,0.0007021,0.0007021,0.0835499,1.9164501
2025-06-20 00:00:00,104383,C-BTC-105400-200625,137.5,550,550,-412.5,P-BTC-103600-200625,199,796,1,198,-214.5,SL Hit,TP Hit,-3,0.994974874,-3,1,-2,101.8559463,0.007,0.005,0.03975125,0.0410935,0.086220358,0.0002065,0.167271608,-2.167271608
2025-06-21 00:00:00,103192.5,C-BTC-105200-210625,59,236,1,58,P-BTC-102000-210625,187.5,750,1,186.5,244.5,TP Hit,TP Hit,0.983050847,0.994666667,1,1,2,103.8559463,0.017,0.005,0.0414239,0.03871875,0.0007021,0.0002065,0.08105125,1.91894875
2025-06-22 00:00:00,102612.3,C-BTC-104200-220625,48,192,192,-144,P-BTC-100800-220625,46.5,186,186,-139.5,-283.5,SL Hit,SL Hit,-3,-3,-3,-3,-6,97.85594628,0.021,0.022,0.0416304,0.0422499,0.1665216,0.1689996,0.4194015,-6.4194015
2025-06-23 00:00:00,99455,C-BTC-101600-230625,147,588,588,-441,P-BTC-96400-230625,140,560,1,139,-302,SL Hit,TP Hit,-3,0.992857143,-3,1,-2,95.85594628,0.007,0.007,0.0424977,0.040474,0.08214983,0.0002891,0.16541063,-2.16541063
2025-06-24 00:00:00,102992.6,C-BTC-106400-240625,30,120,120,-90,P-BTC-98600-240625,30,120,1,29,-61,SL Hit,TP Hit,-3,0.966666667,-3,1,-2,93.85594628,0.033,0.033,0.040887,0.040887,0.163548,0.0013629,0.2466849,-2.2466849
2025-06-25 00:00:00,105483.1,C-BTC-108000-250625,51,204,1,50,P-BTC-104800-250625,297,1188,1,296,346,TP Hit,TP Hit,0.980392157,0.996632997,1,1,2,95.85594628,0.02,0.003,0.042126,0.0367983,0.000826,0.0001239,0.0798742,1.9201258
2025-06-26 00:00:00,107399.8,C-BTC-109000-260625,99,396,1,98,P-BTC-105000-260625,54.4,217.6,1,53.4,151.4,TP Hit,TP Hit,0.98989899,0.981617647,1,1,2,97.85594628,0.01,0.018,0.040887,0.04044096,0.000413,0.0007434,0.08248436,1.91751564
2025-06-27 00:00:00,107398.8,C-BTC-108400-270625,166,664,1,165,P-BTC-106000-270625,100,400,1,99,264,TP Hit,TP Hit,0.993975904,0.99,1,1,2,99.85594628,0.006,0.01,0.0411348,0.0413,0.0002478,0.000413,0.0830956,1.9169044
2025-06-28 00:00:00,106703.1,C-BTC-107000-280625,243,972,327.2655172,-84.26551724,P-BTC-104800-280625,46.5,186,1,45.5,-38.76551724,Expired,TP Hit,-0.346771676,0.978494624,-0.346771676,1,0.653228324,100.5091746,0.004,0.022,0.0401436,0.0422499,0.050363863,0.0009086,0.133665963,0.519562361
2025-06-29 00:00:00,107323.9,C-BTC-108600-290625,39.5,158,1,38.5,P-BTC-106000-290625,39.5,158,1,38.5,77,TP Hit,TP Hit,0.974683544,0.974683544,1,1,2,102.5091746,0.025,0.025,0.04078375,0.04078375,0.0010325,0.0010325,0.0836325,1.9163675
2025-06-30 00:00:00,107633.1,C-BTC-108600-300625,138.5,554,1,137.5,P-BTC-107600-300625,441,1764,1,440,577.5,TP Hit,TP Hit,0.992779783,0.997732426,1,1,2,104.5091746,0.007,0.002,0.04004035,0.025401412,0.0002891,0.0000826,0.065813462,1.934186538
2025-07-01 00:00:00,107239.9,C-BTC-108600-010725,93,372,1,92,P-BTC-106600-010725,185,740,29.44482759,155.5551724,247.5551724,TP Hit,Expired,0.989247312,0.84083877,1,0.84083877,1.84083877,106.3500134,0.011,0.005,0.0422499,0.0382025,0.0004543,0.006080357,0.086987057,1.753851713
2025-07-02 00:00:00,105703.3,C-BTC-107200-020725,40.5,162,162,-121.5,P-BTC-104400-020725,78,312,1,77,-44.5,SL Hit,TP Hit,-3,0.987179487,-3,1,-2,104.3500134,0.025,0.013,0.04181625,0.0418782,0.167265,0.0005369,0.25149635,-2.25149635
2025-07-03 00:00:00,109510.6,C-BTC-111200-030725,80,320,1,79,P-BTC-107000-030725,41,164,1,40,119,TP Hit,TP Hit,0.9875,0.975609756,1,1,2,106.3500134,0.012,0.024,0.039648,0.0406392,0.0004956,0.0009912,0.081774,1.918226
2025-07-04 00:00:00,109665.1,C-BTC-112000-040725,43.5,174,1,42.5,P-BTC-107000-040725,30,120,1,29,71.5,TP Hit,TP Hit,0.977011494,0.966666667,1,1,2,108.3500134,0.023,0.033,0.04132065,0.040887,0.0009499,0.0013629,0.08452045,1.91547955
2025-07-05 00:00:00,107461.4,C-BTC-108800-050725,41.5,166,1,40.5,P-BTC-106000-050725,40.5,162,1,39.5,80,TP Hit,TP Hit,0.975903614,0.975308642,1,1,2,110.3500134,0.024,0.025,0.0411348,0.04181625,0.0009912,0.0010325,0.08497475,1.91502525
2025-07-06 00:00:00,108005.8,C-BTC-109000-060725,45,180,1,44,P-BTC-107000-060725,45,180,1,44,88,TP Hit,TP Hit,0.977777778,0.977777778,1,1,2,112.3500134,0.022,0.022,0.040887,0.040887,0.0009086,0.0009086,0.0835912,1.9164088
2025-07-07 00:00:00,108510.1,C-BTC-110000-070725,81,324,324,-243,P-BTC-107200-070725,66,264,1,65,-178,SL Hit,TP Hit,-3,0.984848485,-3,1,-2,110.3500134,0.012,0.015,0.0401436,0.040887,0.153650302,0.0006195,0.235300402,-2.235300402
2025-07-08 00:00:00,108042.4,C-BTC-109000-080725,138.4,553.6,1,137.4,P-BTC-106000-080725,31,124,1,30,167.4,TP Hit,TP Hit,0.992774566,0.967741935,1,1,2,112.3500134,0.007,0.032,0.04001144,0.0409696,0.0002891,0.0013216,0.08259174,1.91740826
2025-07-09 00:00:00,109140.5,C-BTC-110000-090725,112,448,1,111,P-BTC-107800-090725,51.5,206,1,50.5,161.5,TP Hit,TP Hit,0.991071429,0.980582524,1,1,2,114.3500134,0.009,0.019,0.0416304,0.04041205,0.0003717,0.0007847,0.08319885,1.91680115
2025-07-10 00:00:00,109543,C-BTC-110600-100725,87,348,348,-261,P-BTC-108000-100725,38.5,154,1,37.5,-223.5,SL Hit,TP Hit,-3,0.974025974,-3,1,-2,112.3500134,0.011,0.026,0.0395241,0.0413413,0.142186814,0.0010738,0.224126014,-2.224126014
2025-07-11 00:00:00,113466.4,C-BTC-116000-110725,40.5,162,162,-121.5,P-BTC-111000-110725,40,160,1,39,-82.5,SL Hit,TP Hit,-3,0.975,-3,1,-2,110.3500134,0.025,0.025,0.04181625,0.0413,0.167265,0.0010325,0.25141375,-2.25141375
2025-07-12 00:00:00,117666.1,C-BTC-120800-120725,48.5,194,1,47.5,P-BTC-115000-120725,42,168,1,41,88.5,TP Hit,TP Hit,0.979381443,0.976190476,1,1,2,112.3500134,0.021,0.024,0.04206405,0.0416304,0.0008673,0.0009912,0.08555295,1.91444705
2025-07-13 00:00:00,117504,C-BTC-119000-130725,44.5,178,1,43.5,P-BTC-116000-130725,43,172,1,42,85.5,TP Hit,TP Hit,0.97752809,0.976744186,1,1,2,114.3500134,0.022,0.023,0.0404327,0.0408457,0.0009086,0.0009499,0.0831369,1.9168631
2025-07-14 00:00:00,119013.1,C-BTC-121600-140725,99.5,398,398,-298.5,P-BTC-118000-140725,258,1032,1,257,-41.5,SL Hit,TP Hit,-3,0.996124031,-3,1,-2,112.3500134,0.01,0.004,0.0410935,0.0426216,0.140435458,0.0001652,0.224315758,-2.224315758
